age, education-num, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
42.5, 13, 41, *, United-States, *, White, *, *, <=50K, Never-married
42.5, 13, 41, *, United-States, *, White, *, *, <=50K, Divorced
42.5, 13, 41, *, United-States, *, White, *, *, <=50K, Divorced
42.5, 13, 41, *, United-States, *, White, *, *, <=50K, Never-married
42.5, 13, 41, *, United-States, *, White, *, *, <=50K, Married-spouse-absent
42.5, 13, 41, *, United-States, *, White, *, *, <=50K, Never-married
42.5, 13, 41, *, United-States, *, White, *, *, <=50K, Divorced
53, 13, 26.5, *, America, Male, White, Husband, *, *, Married-civ-spouse
53, 13, 26.5, *, America, Male, White, Husband, *, *, Married-civ-spouse
53, 13, 26.5, *, America, Male, White, Husband, *, *, Married-civ-spouse
53, 13, 26.5, *, America, Male, White, Husband, *, *, Married-civ-spouse
53, 13, 26.5, *, America, Male, White, Husband, *, *, Married-civ-spouse
53, 13, 26.5, *, America, Male, White, Husband, *, *, Married-civ-spouse
53, 13, 26.5, *, America, Male, White, Husband, *, *, Married-civ-spouse
38.5, 9, 40, *, United-States, Male, White, *, *, *, Divorced
38.5, 9, 40, *, United-States, Male, White, *, *, *, Married-civ-spouse
38.5, 9, 40, *, United-States, Male, White, *, *, *, Married-civ-spouse
38.5, 9, 40, *, United-States, Male, White, *, *, *, Married-civ-spouse
38.5, 9, 40, *, United-States, Male, White, *, *, *, Married-civ-spouse
38.5, 9, 40, *, United-States, Male, White, *, *, *, Married-civ-spouse
38.5, 9, 40, *, United-States, Male, White, *, *, *, Never-married
53.5, 8, 40, Private, America, Male, *, *, manual-labor, <=50K, Married-civ-spouse
53.5, 8, 40, Private, America, Male, *, *, manual-labor, <=50K, Never-married
53.5, 8, 40, Private, America, Male, *, *, manual-labor, <=50K, Married-civ-spouse
53.5, 8, 40, Private, America, Male, *, *, manual-labor, <=50K, Married-civ-spouse
53.5, 8, 40, Private, America, Male, *, *, manual-labor, <=50K, Divorced
53.5, 8, 40, Private, America, Male, *, *, manual-labor, <=50K, Married-civ-spouse
53.5, 8, 40, Private, America, Male, *, *, manual-labor, <=50K, Divorced
30.5, 13, 40, Private, *, *, *, *, *, <=50K, Married-civ-spouse
30.5, 13, 40, Private, *, *, *, *, *, <=50K, Married-civ-spouse
30.5, 13, 40, Private, *, *, *, *, *, <=50K, Separated
30.5, 13, 40, Private, *, *, *, *, *, <=50K, Never-married
30.5, 13, 40, Private, *, *, *, *, *, <=50K, Never-married
30.5, 13, 40, Private, *, *, *, *, *, <=50K, Never-married
30.5, 13, 40, Private, *, *, *, *, *, <=50K, Never-married
42, 14, 40, *, United-States, *, *, *, *, <=50K, Married-civ-spouse
42, 14, 40, *, United-States, *, *, *, *, <=50K, Divorced
42, 14, 40, *, United-States, *, *, *, *, <=50K, Divorced
42, 14, 40, *, United-States, *, *, *, *, <=50K, Widowed
42, 14, 40, *, United-States, *, *, *, *, <=50K, Never-married
42, 14, 40, *, United-States, *, *, *, *, <=50K, Married-civ-spouse
42, 14, 40, *, United-States, *, *, *, *, <=50K, Married-civ-spouse
54, 5.5, 28, *, America, *, *, *, *, *, Married-spouse-absent
54, 5.5, 28, *, America, *, *, *, *, *, Married-civ-spouse
54, 5.5, 28, *, America, *, *, *, *, *, Widowed
54, 5.5, 28, *, America, *, *, *, *, *, Divorced
54, 5.5, 28, *, America, *, *, *, *, *, Married-civ-spouse
54, 5.5, 28, *, America, *, *, *, *, *, Married-civ-spouse
54, 5.5, 28, *, America, *, *, *, *, *, Married-civ-spouse
55.5, 9, 47.5, *, North-America, Male, White, Husband, *, *, Married-civ-spouse
55.5, 9, 47.5, *, North-America, Male, White, Husband, *, *, Married-civ-spouse
55.5, 9, 47.5, *, North-America, Male, White, Husband, *, *, Married-civ-spouse
55.5, 9, 47.5, *, North-America, Male, White, Husband, *, *, Married-civ-spouse
55.5, 9, 47.5, *, North-America, Male, White, Husband, *, *, Married-civ-spouse
