age, education-num, hours-per-week, workclass, native-country, sex, race, relationship, occupation, income, marital-status
40, 13, 40, *, United-States, *, White, Not-in-family, *, <=50K, Never-married
40, 13, 40, *, United-States, *, White, Not-in-family, *, <=50K, Divorced
40, 13, 40, *, United-States, *, White, Not-in-family, *, <=50K, Married-spouse-absent
50, 13, 26.5, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
50, 13, 26.5, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
50, 13, 26.5, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
38, 9, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Divorced
38, 9, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Married-civ-spouse
38, 9, 40, Private, United-States, Male, White, *, manual-labor, <=50K, Never-married
53, 8, 40, Private, America, Male, *, *, manual-labor, <=50K, Married-civ-spouse
53, 8, 40, Private, America, Male, *, *, manual-labor, <=50K, Never-married
53, 8, 40, Private, America, Male, *, *, manual-labor, <=50K, Married-civ-spouse
29.5, 13, 40, Private, America, Female, Black, *, services, <=50K, Married-civ-spouse
29.5, 13, 40, Private, America, Female, Black, *, services, <=50K, Separated
29.5, 13, 40, Private, America, Female, Black, *, services, <=50K, Never-married
40.5, 14, 40, Self, United-States, Female, *, *, Exec-managerial, <=50K, Married-civ-spouse
40.5, 14, 40, Self, United-States, Female, *, *, Exec-managerial, <=50K, Divorced
40.5, 14, 40, Self, United-States, Female, *, *, Exec-managerial, <=50K, Divorced
54, 5.5, 23, *, America, Female, *, *, Other-service, <=50K, Married-spouse-absent
54, 5.5, 23, *, America, Female, *, *, Other-service, <=50K, Widowed
54, 5.5, 23, *, America, Female, *, *, Other-service, <=50K, Married-civ-spouse
55, 9, 47.5, Self, United-States, Male, White, Husband, bureaucracy, >50K, Married-civ-spouse
55, 9, 47.5, Self, United-States, Male, White, Husband, bureaucracy, >50K, Married-civ-spouse
55, 9, 47.5, Self, United-States, Male, White, Husband, bureaucracy, >50K, Married-civ-spouse
32, 14, 50, Private, United-States, *, White, *, Prof-specialty, *, Never-married
32, 14, 50, Private, United-States, *, White, *, Prof-specialty, *, Married-civ-spouse
32, 14, 50, Private, United-States, *, White, *, Prof-specialty, *, Married-civ-spouse
42, 13, 40, Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
42, 13, 40, Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
42, 13, 40, Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
38, 10, 80, Self, *, Male, *, *, Exec-managerial, *, Married-civ-spouse
38, 10, 80, Self, *, Male, *, *, Exec-managerial, *, Divorced
38, 10, 80, Self, *, Male, *, *, Exec-managerial, *, Married-civ-spouse
30, 13, 40, *, *, Male, *, Husband, services, *, Married-civ-spouse
30, 13, 40, *, *, Male, *, Husband, services, *, Married-civ-spouse
30, 13, 40, *, *, Male, *, Husband, services, *, Married-civ-spouse
24, 13, 35, Private, United-States, Female, White, *, *, <=50K, Never-married
24, 13, 35, Private, United-States, Female, White, *, *, <=50K, Never-married
24, 13, 35, Private, United-States, Female, White, *, *, <=50K, Never-married
33, 12.5, 50, Private, United-States, *, *, *, services, <=50K, Never-married
33, 12.5, 50, Private, United-States, *, *, *, services, <=50K, Divorced
33, 12.5, 50, Private, United-States, *, *, *, services, <=50K, Married-civ-spouse
34, 4, 45, *, America, Male, *, Husband, manual-labor, <=50K, Married-civ-spouse
34, 4, 45, *, America, Male, *, Husband, manual-labor, <=50K, Married-civ-spouse
34, 4, 45, *, America, Male, *, Husband, manual-labor, <=50K, Married-civ-spouse
25, 9, 35, Self, United-States, Male, White, *, manual-labor, <=50K, Never-married
25, 9, 35, Self, United-States, Male, White, *, manual-labor, <=50K, Never-married
25, 9, 35, Self, United-States, Male, White, *, manual-labor, <=50K, Never-married
32, 9, 40, Private, United-States, Male, White, *, Machine-op-inspct, <=50K, Never-married
32, 9, 40, Private, United-States, Male, White, *, Machine-op-inspct, <=50K, Married-civ-spouse
32, 9, 40, Private, United-States, Male, White, *, Machine-op-inspct, <=50K, Separated
38.5, 8, 50, *, United-States, Male, White, Husband, services, <=50K, Married-civ-spouse
38.5, 8, 50, *, United-States, Male, White, Husband, services, <=50K, Married-civ-spouse
38.5, 8, 50, *, United-States, Male, White, Husband, services, <=50K, Married-civ-spouse
46, 14, 45, Self, United-States, *, White, *, Exec-managerial, >50K, Divorced
46, 14, 45, Self, United-States, *, White, *, Exec-managerial, >50K, Divorced
46, 14, 45, Self, United-States, *, White, *, Exec-managerial, >50K, Married-civ-spouse
43, 16, 60, Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
43, 16, 60, Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
43, 16, 60, Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
56, 9.5, 20, Private, United-States, *, *, *, *, <=50K, Separated
56, 9.5, 20, Private, United-States, *, *, *, *, <=50K, Married-civ-spouse
56, 9.5, 20, Private, United-States, *, *, *, *, <=50K, Never-married
35, 5, 41.5, *, United-States, Male, *, *, *, <=50K, Married-civ-spouse
35, 5, 41.5, *, United-States, Male, *, *, *, <=50K, Married-civ-spouse
35, 5, 41.5, *, United-States, Male, *, *, *, <=50K, Never-married
43, 8, 40, Private, United-States, Male, *, Husband, manual-labor, <=50K, Married-civ-spouse
43, 8, 40, Private, United-States, Male, *, Husband, manual-labor, <=50K, Married-civ-spouse
43, 8, 40, Private, United-States, Male, *, Husband, manual-labor, <=50K, Married-civ-spouse
59, 9, 40, *, United-States, *, White, *, *, <=50K, Divorced
59, 9, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
59, 9, 40, *, United-States, *, White, *, *, <=50K, Married-civ-spouse
56.5, 13.5, 40, Gov, United-States, Male, *, Husband, services, >50K, Married-civ-spouse
56.5, 13.5, 40, Gov, United-States, Male, *, Husband, services, >50K, Married-civ-spouse
56.5, 13.5, 40, Gov, United-States, Male, *, Husband, services, >50K, Married-civ-spouse
21, 9, 40, Private, United-States, Male, White, Own-child, manual-labor, <=50K, Never-married
21, 9, 40, Private, United-States, Male, White, Own-child, manual-labor, <=50K, Never-married
21, 9, 40, Private, United-States, Male, White, Own-child, manual-labor, <=50K, Never-married
50, 9, 40, Private, United-States, Male, *, Husband, manual-labor, <=50K, Married-civ-spouse
50, 9, 40, Private, United-States, Male, *, Husband, manual-labor, <=50K, Married-civ-spouse
50, 9, 40, Private, United-States, Male, *, Husband, manual-labor, <=50K, Married-civ-spouse
23.5, 12.5, 52, *, United-States, Male, White, *, *, <=50K, Never-married
23.5, 12.5, 52, *, United-States, Male, White, *, *, <=50K, Married-civ-spouse
23.5, 12.5, 52, *, United-States, Male, White, *, *, <=50K, Married-civ-spouse
20.5, 10, 44.5, Private, United-States, Male, *, Own-child, *, <=50K, Never-married
20.5, 10, 44.5, Private, United-States, Male, *, Own-child, *, <=50K, Never-married
20.5, 10, 44.5, Private, United-States, Male, *, Own-child, *, <=50K, Never-married
45.5, 13, 40, *, United-States, *, White, *, *, <=50K, Divorced
45.5, 13, 40, *, United-States, *, White, *, *, <=50K, Never-married
45.5, 13, 40, *, United-States, *, White, *, *, <=50K, Divorced
30.5, 10, 40, *, United-States, Male, White, *, *, <=50K, Married-civ-spouse
30.5, 10, 40, *, United-States, Male, White, *, *, <=50K, Married-civ-spouse
30.5, 10, 40, *, United-States, Male, White, *, *, <=50K, Married-civ-spouse
22, 10, 17.5, *, United-States, Male, *, *, services, <=50K, Married-civ-spouse
22, 10, 17.5, *, United-States, Male, *, *, services, <=50K, Never-married
22, 10, 17.5, *, United-States, Male, *, *, services, <=50K, Never-married
23, 9, 25, Private, United-States, Female, White, *, *, <=50K, Married-AF-spouse
23, 9, 25, Private, United-States, Female, White, *, *, <=50K, Married-spouse-absent
23, 9, 25, Private, United-States, Female, White, *, *, <=50K, Never-married
48, 12, 40, Self, United-States, Male, White, *, *, <=50K, Married-civ-spouse
48, 12, 40, Self, United-States, Male, White, *, *, <=50K, Separated
48, 12, 40, Self, United-States, Male, White, *, *, <=50K, Never-married
53, 13, 40, Self, America, Male, White, Husband, *, *, Married-civ-spouse
53, 13, 40, Self, America, Male, White, Husband, *, *, Married-civ-spouse
53, 13, 40, Self, America, Male, White, Husband, *, *, Married-civ-spouse
49, 9, 40, *, United-States, Female, *, Unmarried, bureaucracy, <=50K, Separated
49, 9, 40, *, United-States, Female, *, Unmarried, bureaucracy, <=50K, Widowed
49, 9, 40, *, United-States, Female, *, Unmarried, bureaucracy, <=50K, Separated
53.5, 9, 39, Private, United-States, Male, White, *, manual-labor, <=50K, Married-civ-spouse
53.5, 9, 39, Private, United-States, Male, White, *, manual-labor, <=50K, Divorced
53.5, 9, 39, Private, United-States, Male, White, *, manual-labor, <=50K, Divorced
41, 11, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
41, 11, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
41, 11, 40, *, United-States, Male, White, Husband, *, *, Married-civ-spouse
30.5, 11, 44, Private, United-States, Male, White, Not-in-family, *, <=50K, Never-married
30.5, 11, 44, Private, United-States, Male, White, Not-in-family, *, <=50K, Never-married
30.5, 11, 44, Private, United-States, Male, White, Not-in-family, *, <=50K, Separated
25, 10, 40, Private, *, Female, *, *, *, <=50K, Married-civ-spouse
25, 10, 40, Private, *, Female, *, *, *, <=50K, Never-married
25, 10, 40, Private, *, Female, *, *, *, <=50K, Married-civ-spouse
48, 15.5, 60, Self, America, *, White, *, Prof-specialty, *, Married-civ-spouse
48, 15.5, 60, Self, America, *, White, *, Prof-specialty, *, Married-civ-spouse
48, 15.5, 60, Self, America, *, White, *, Prof-specialty, *, Never-married
51, 13, 55, *, United-States, Male, White, *, Exec-managerial, >50K, Divorced
51, 13, 55, *, United-States, Male, White, *, Exec-managerial, >50K, Married-civ-spouse
51, 13, 55, *, United-States, Male, White, *, Exec-managerial, >50K, Married-civ-spouse
47, 9, 60, Self, United-States, Male, White, *, *, <=50K, Divorced
47, 9, 60, Self, United-States, Male, White, *, *, <=50K, Married-civ-spouse
47, 9, 60, Self, United-States, Male, White, *, *, <=50K, Married-civ-spouse
43.5, 10, 40, Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
43.5, 10, 40, Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
43.5, 10, 40, Private, United-States, Male, White, Husband, *, >50K, Married-civ-spouse
49, 3.5, 40, Private, America, Male, White, Husband, manual-labor, <=50K, Married-civ-spouse
49, 3.5, 40, Private, America, Male, White, Husband, manual-labor, <=50K, Married-civ-spouse
49, 3.5, 40, Private, America, Male, White, Husband, manual-labor, <=50K, Married-civ-spouse
37.5, 11, 40, Private, America, Male, *, Husband, *, *, Married-civ-spouse
37.5, 11, 40, Private, America, Male, *, Husband, *, *, Married-civ-spouse
37.5, 11, 40, Private, America, Male, *, Husband, *, *, Married-civ-spouse
42, 9.5, 49, Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
42, 9.5, 49, Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
42, 9.5, 49, Self, United-States, Male, White, Husband, *, <=50K, Married-civ-spouse
42.5, 16, 47.5, *, United-States, *, White, *, Prof-specialty, >50K, Married-civ-spouse
42.5, 16, 47.5, *, United-States, *, White, *, Prof-specialty, >50K, Never-married
42.5, 16, 47.5, *, United-States, *, White, *, Prof-specialty, >50K, Married-civ-spouse
29.5, 10, 59, Private, United-States, Male, White, Not-in-family, *, <=50K, Divorced
29.5, 10, 59, Private, United-States, Male, White, Not-in-family, *, <=50K, Divorced
29.5, 10, 59, Private, United-States, Male, White, Not-in-family, *, <=50K, Never-married
28.5, 10, 40, Private, United-States, Female, White, Not-in-family, *, <=50K, Divorced
28.5, 10, 40, Private, United-States, Female, White, Not-in-family, *, <=50K, Never-married
