age, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
39, 41, *, United-States, Male, White, *, *, *, <=50K, 13
39, 41, *, United-States, Male, White, *, *, *, <=50K, 9
39, 41, *, United-States, Male, White, *, *, *, <=50K, 10
39, 41, *, United-States, Male, White, *, *, *, <=50K, 12
39, 41, *, United-States, Male, White, *, *, *, <=50K, 10
39, 41, *, United-States, Male, White, *, *, *, <=50K, 9
54, 19, Self, *, *, *, *, *, *, <=50K, 13
54, 19, Self, *, *, *, *, *, *, <=50K, 5
54, 19, Self, *, *, *, *, *, *, <=50K, 9
54, 19, Self, *, *, *, *, *, *, <=50K, 9
54, 19, Self, *, *, *, *, *, *, <=50K, 10
54, 19, Self, *, *, *, *, *, *, <=50K, 12
53.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 7
53.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 13
53.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
53.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
53.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
53.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 10
29, 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 13
29, 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 9
29, 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 13
29, 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 9
29, 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 9
29, 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 10
37, 40, *, America, Female, White, *, *, *, <=50K, 14
37, 40, *, America, Female, White, *, *, *, <=50K, 10
37, 40, *, America, Female, White, *, *, *, <=50K, 9
37, 40, *, America, Female, White, *, *, *, <=50K, 10
37, 40, *, America, Female, White, *, *, *, <=50K, 13
37, 40, *, America, Female, White, *, *, *, <=50K, 10
52, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 9
52, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 10
52, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
52, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
52, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 14
52, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 9
32.5, 50, Private, United-States, *, White, *, *, Prof-specialty, *, 14
32.5, 50, Private, United-States, *, White, *, *, Prof-specialty, *, 14
32.5, 50, Private, United-States, *, White, *, *, Prof-specialty, *, 14
32.5, 50, Private, United-States, *, White, *, *, Prof-specialty, *, 14
32.5, 50, Private, United-States, *, White, *, *, Prof-specialty, *, 13
32.5, 50, Private, United-States, *, White, *, *, Prof-specialty, *, 10
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 7
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
38, 80, *, *, Male, *, *, *, *, *, 10
38, 80, *, *, Male, *, *, *, *, *, 9
38, 80, *, *, Male, *, *, *, *, *, 14
38, 80, *, *, Male, *, *, *, *, *, 10
38, 80, *, *, Male, *, *, *, *, *, 9
38, 80, *, *, Male, *, *, *, *, *, 13
31.5, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
31.5, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 9
31.5, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 12
31.5, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
31.5, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
31.5, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
23, 32.5, Private, America, *, White, Never-married, *, *, <=50K, 13
23, 32.5, Private, America, *, White, Never-married, *, *, <=50K, 10
23, 32.5, Private, America, *, White, Never-married, *, *, <=50K, 10
23, 32.5, Private, America, *, White, Never-married, *, *, <=50K, 9
23, 32.5, Private, America, *, White, Never-married, *, *, <=50K, 10
23, 32.5, Private, America, *, White, Never-married, *, *, <=50K, 9
35, 50, Private, United-States, Male, *, *, *, *, *, 12
35, 50, Private, United-States, Male, *, *, *, *, *, 7
35, 50, Private, United-States, Male, *, *, *, *, *, 13
35, 50, Private, United-States, Male, *, *, *, *, *, 10
35, 50, Private, United-States, Male, *, *, *, *, *, 8
35, 50, Private, United-States, Male, *, *, *, *, *, 13
35, 45, Private, *, *, *, *, *, *, <=50K, 4
35, 45, Private, *, *, *, *, *, *, <=50K, 13
35, 45, Private, *, *, *, *, *, *, <=50K, 12
35, 45, Private, *, *, *, *, *, *, <=50K, 13
35, 45, Private, *, *, *, *, *, *, <=50K, 9
35, 45, Private, *, *, *, *, *, *, <=50K, 12
26, 37.5, *, United-States, *, White, *, *, *, <=50K, 9
26, 37.5, *, United-States, *, White, *, *, *, <=50K, 9
26, 37.5, *, United-States, *, White, *, *, *, <=50K, 11
26, 37.5, *, United-States, *, White, *, *, *, <=50K, 10
26, 37.5, *, United-States, *, White, *, *, *, <=50K, 14
26, 37.5, *, United-States, *, White, *, *, *, <=50K, 10
32, 40, *, United-States, Male, White, *, *, manual-labor, <=50K, 9
32, 40, *, United-States, Male, White, *, *, manual-labor, <=50K, 4
32, 40, *, United-States, Male, White, *, *, manual-labor, <=50K, 7
32, 40, *, United-States, Male, White, *, *, manual-labor, <=50K, 10
32, 40, *, United-States, Male, White, *, *, manual-labor, <=50K, 9
32, 40, *, United-States, Male, White, *, *, manual-labor, <=50K, 10
44.5, 45, Self, United-States, *, White, *, *, *, *, 14
44.5, 45, Self, United-States, *, White, *, *, *, *, 16
44.5, 45, Self, United-States, *, White, *, *, *, *, 11
44.5, 45, Self, United-States, *, White, *, *, *, *, 13
44.5, 45, Self, United-States, *, White, *, *, *, *, 13
44.5, 45, Self, United-States, *, White, *, *, *, *, 3
41.5, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 16
41.5, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
41.5, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
41.5, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 12
41.5, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 15
41.5, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
35.5, 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 5
35.5, 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 11
35.5, 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 9
35.5, 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 9
35.5, 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 12
35.5, 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 9
59.5, 41, Private, *, *, White, *, *, *, *, 9
59.5, 41, Private, *, *, White, *, *, *, *, 10
59.5, 41, Private, *, *, White, *, *, *, *, 13
59.5, 41, Private, *, *, White, *, *, *, *, 9
59.5, 41, Private, *, *, White, *, *, *, *, 10
59.5, 41, Private, *, *, White, *, *, *, *, 10
57, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 13
57, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 13
57, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 11
57, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 14
57, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
57, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
20, 40, Private, United-States, Male, *, Never-married, Own-child, manual-labor, <=50K, 9
20, 40, Private, United-States, Male, *, Never-married, Own-child, manual-labor, <=50K, 10
20, 40, Private, United-States, Male, *, Never-married, Own-child, manual-labor, <=50K, 9
20, 40, Private, United-States, Male, *, Never-married, Own-child, manual-labor, <=50K, 9
20, 40, Private, United-States, Male, *, Never-married, Own-child, manual-labor, <=50K, 10
20, 40, Private, United-States, Male, *, Never-married, Own-child, manual-labor, <=50K, 10
50.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 9
50.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 9
50.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 13
50.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 10
50.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 4
50.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 2
24, 53.5, *, United-States, Male, *, *, *, *, *, 12
24, 53.5, *, United-States, Male, *, *, *, *, *, 13
24, 53.5, *, United-States, Male, *, *, *, *, *, 12
24, 53.5, *, United-States, Male, *, *, *, *, *, 9
24, 53.5, *, United-States, Male, *, *, *, *, *, 13
24, 53.5, *, United-States, Male, *, *, *, *, *, 10
20.5, 44.5, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 10
20.5, 44.5, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 10
20.5, 44.5, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 10
20.5, 44.5, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 9
20.5, 44.5, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 10
20.5, 44.5, Private, United-States, *, *, Never-married, Own-child, *, <=50K, 9
45.5, 40, Private, United-States, *, White, *, *, *, <=50K, 13
45.5, 40, Private, United-States, *, White, *, *, *, <=50K, 14
45.5, 40, Private, United-States, *, White, *, *, *, <=50K, 9
45.5, 40, Private, United-States, *, White, *, *, *, <=50K, 10
45.5, 40, Private, United-States, *, White, *, *, *, <=50K, 10
45.5, 40, Private, United-States, *, White, *, *, *, <=50K, 13
30, 40, *, United-States, Male, White, *, *, *, <=50K, 10
30, 40, *, United-States, Male, White, *, *, *, <=50K, 5
30, 40, *, United-States, Male, White, *, *, *, <=50K, 9
30, 40, *, United-States, Male, White, *, *, *, <=50K, 9
30, 40, *, United-States, Male, White, *, *, *, <=50K, 9
30, 40, *, United-States, Male, White, *, *, *, <=50K, 9
22, 15.5, *, *, *, *, *, *, *, <=50K, 10
22, 15.5, *, *, *, *, *, *, *, <=50K, 7
22, 15.5, *, *, *, *, *, *, *, <=50K, 13
22, 15.5, *, *, *, *, *, *, *, <=50K, 10
22, 15.5, *, *, *, *, *, *, *, <=50K, 12
22, 15.5, *, *, *, *, *, *, *, <=50K, 10
49, 40, *, America, Male, White, *, *, *, *, 7
49, 40, *, America, Male, White, *, *, *, *, 12
49, 40, *, America, Male, White, *, *, *, *, 9
49, 40, *, America, Male, White, *, *, *, *, 4
49, 40, *, America, Male, White, *, *, *, *, 13
49, 40, *, America, Male, White, *, *, *, *, 11
20.5, 25, Private, United-States, *, *, *, *, *, <=50K, 9
20.5, 25, Private, United-States, *, *, *, *, *, <=50K, 7
20.5, 25, Private, United-States, *, *, *, *, *, <=50K, 10
20.5, 25, Private, United-States, *, *, *, *, *, <=50K, 10
20.5, 25, Private, United-States, *, *, *, *, *, <=50K, 5
20.5, 25, Private, United-States, *, *, *, *, *, <=50K, 10
31.5, 44, Self, United-States, *, *, *, *, *, *, 5
31.5, 44, Self, United-States, *, *, *, *, *, *, 11
31.5, 44, Self, United-States, *, *, *, *, *, *, 10
31.5, 44, Self, United-States, *, *, *, *, *, *, 9
31.5, 44, Self, United-States, *, *, *, *, *, *, 11
31.5, 44, Self, United-States, *, *, *, *, *, *, 13
50.5, 41, Private, *, *, White, *, *, *, <=50K, 9
50.5, 41, Private, *, *, White, *, *, *, <=50K, 12
50.5, 41, Private, *, *, White, *, *, *, <=50K, 12
50.5, 41, Private, *, *, White, *, *, *, <=50K, 2
50.5, 41, Private, *, *, White, *, *, *, <=50K, 9
50.5, 41, Private, *, *, White, *, *, *, <=50K, 11
42, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 11
42, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 12
42, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
42, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 13
42, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
42, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 10
25, 40, Private, United-States, Female, *, *, *, *, <=50K, 10
25, 40, Private, United-States, Female, *, *, *, *, <=50K, 9
25, 40, Private, United-States, Female, *, *, *, *, <=50K, 9
25, 40, Private, United-States, Female, *, *, *, *, <=50K, 10
25, 40, Private, United-States, Female, *, *, *, *, <=50K, 13
25, 40, Private, United-States, Female, *, *, *, *, <=50K, 13
48, 60, Self, America, *, White, *, *, *, *, 15
48, 60, Self, America, *, White, *, *, *, *, 9
48, 60, Self, America, *, White, *, *, *, *, 16
48, 60, Self, America, *, White, *, *, *, *, 9
48, 60, Self, America, *, White, *, *, *, *, 14
48, 60, Self, America, *, White, *, *, *, *, 16
53, 55.5, *, United-States, Male, White, *, *, *, *, 13
53, 55.5, *, United-States, Male, White, *, *, *, *, 5
53, 55.5, *, United-States, Male, White, *, *, *, *, 10
53, 55.5, *, United-States, Male, White, *, *, *, *, 10
53, 55.5, *, United-States, Male, White, *, *, *, *, 13
53, 55.5, *, United-States, Male, White, *, *, *, *, 10
46.5, 40, *, America, Male, *, Married-civ-spouse, Husband, *, <=50K, 3
46.5, 40, *, America, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
46.5, 40, *, America, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
46.5, 40, *, America, Male, *, Married-civ-spouse, Husband, *, <=50K, 10
46.5, 40, *, America, Male, *, Married-civ-spouse, Husband, *, <=50K, 14
46.5, 40, *, America, Male, *, Married-civ-spouse, Husband, *, <=50K, 10
42, 49, *, *, *, White, *, *, *, *, 9
42, 49, *, *, *, White, *, *, *, *, 16
42, 49, *, *, *, White, *, *, *, *, 13
