age, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
39.5, 41, *, United-States, Male, White, *, *, *, <=50K, 13
39.5, 41, *, United-States, Male, White, *, *, *, <=50K, 9
39.5, 41, *, United-States, Male, White, *, *, *, <=50K, 12
39.5, 41, *, United-States, Male, White, *, *, *, <=50K, 10
39.5, 41, *, United-States, Male, White, *, *, *, <=50K, 12
39.5, 41, *, United-States, Male, White, *, *, *, <=50K, 10
39.5, 41, *, United-States, Male, White, *, *, *, <=50K, 9
54, 21.5, Self, *, *, *, *, *, *, <=50K, 13
54, 21.5, Self, *, *, *, *, *, *, <=50K, 5
54, 21.5, Self, *, *, *, *, *, *, <=50K, 9
54, 21.5, Self, *, *, *, *, *, *, <=50K, 9
54, 21.5, Self, *, *, *, *, *, *, <=50K, 10
54, 21.5, Self, *, *, *, *, *, *, <=50K, 12
54, 21.5, Self, *, *, *, *, *, *, <=50K, 2
54, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 7
54, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 13
54, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
54, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 6
54, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
54, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
54, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 10
29, 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 13
29, 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 9
29, 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 13
29, 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 9
29, 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 4
29, 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 9
29, 40, Private, America, *, *, Married-civ-spouse, *, *, <=50K, 10
37, 40, *, America, Female, White, *, *, *, <=50K, 14
37, 40, *, America, Female, White, *, *, *, <=50K, 10
37, 40, *, America, Female, White, *, *, *, <=50K, 9
37, 40, *, America, Female, White, *, *, *, <=50K, 10
37, 40, *, America, Female, White, *, *, *, <=50K, 13
37, 40, *, America, Female, White, *, *, *, <=50K, 10
37, 40, *, America, Female, White, *, *, *, <=50K, 10
52.5, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
52.5, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
52.5, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 5
52.5, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
52.5, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
52.5, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 14
52.5, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
32.5, 50, Private, United-States, *, White, *, *, Prof-specialty, *, 14
32.5, 50, Private, United-States, *, White, *, *, Prof-specialty, *, 14
32.5, 50, Private, United-States, *, White, *, *, Prof-specialty, *, 14
32.5, 50, Private, United-States, *, White, *, *, Prof-specialty, *, 14
32.5, 50, Private, United-States, *, White, *, *, Prof-specialty, *, 13
32.5, 50, Private, United-States, *, White, *, *, Prof-specialty, *, 10
32.5, 50, Private, United-States, *, White, *, *, Prof-specialty, *, 13
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 7
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 10
43, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
39, 80, *, *, Male, *, *, *, *, *, 10
39, 80, *, *, Male, *, *, *, *, *, 9
39, 80, *, *, Male, *, *, *, *, *, 14
39, 80, *, *, Male, *, *, *, *, *, 10
39, 80, *, *, Male, *, *, *, *, *, 9
39, 80, *, *, Male, *, *, *, *, *, 14
39, 80, *, *, Male, *, *, *, *, *, 13
32, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
32, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
32, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 9
32, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 12
32, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
32, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
32, 40, *, *, Male, *, Married-civ-spouse, Husband, *, >50K, 13
24, 32.5, Private, America, *, White, Never-married, *, *, <=50K, 13
24, 32.5, Private, America, *, White, Never-married, *, *, <=50K, 9
24, 32.5, Private, America, *, White, Never-married, *, *, <=50K, 10
24, 32.5, Private, America, *, White, Never-married, *, *, <=50K, 10
24, 32.5, Private, America, *, White, Never-married, *, *, <=50K, 9
24, 32.5, Private, America, *, White, Never-married, *, *, <=50K, 10
24, 32.5, Private, America, *, White, Never-married, *, *, <=50K, 9
34.5, 50, *, United-States, Male, *, *, *, *, *, 12
34.5, 50, *, United-States, Male, *, *, *, *, *, 10
34.5, 50, *, United-States, Male, *, *, *, *, *, 13
34.5, 50, *, United-States, Male, *, *, *, *, *, 13
34.5, 50, *, United-States, Male, *, *, *, *, *, 10
34.5, 50, *, United-States, Male, *, *, *, *, *, 8
34.5, 50, *, United-States, Male, *, *, *, *, *, 11
35, 45, Self, *, *, *, *, *, *, <=50K, 4
35, 45, Self, *, *, *, *, *, *, <=50K, 13
35, 45, Self, *, *, *, *, *, *, <=50K, 12
35, 45, Self, *, *, *, *, *, *, <=50K, 13
35, 45, Self, *, *, *, *, *, *, <=50K, 9
35, 45, Self, *, *, *, *, *, *, <=50K, 12
35, 45, Self, *, *, *, *, *, *, <=50K, 13
26, 37.5, *, United-States, *, White, *, *, *, <=50K, 9
26, 37.5, *, United-States, *, White, *, *, *, <=50K, 11
26, 37.5, *, United-States, *, White, *, *, *, <=50K, 10
26, 37.5, *, United-States, *, White, *, *, *, <=50K, 9
26, 37.5, *, United-States, *, White, *, *, *, <=50K, 9
26, 37.5, *, United-States, *, White, *, *, *, <=50K, 14
26, 37.5, *, United-States, *, White, *, *, *, <=50K, 10
32, 40, *, United-States, Male, *, *, *, *, <=50K, 9
32, 40, *, United-States, Male, *, *, *, *, <=50K, 4
32, 40, *, United-States, Male, *, *, *, *, <=50K, 9
32, 40, *, United-States, Male, *, *, *, *, <=50K, 7
32, 40, *, United-States, Male, *, *, *, *, <=50K, 10
32, 40, *, United-States, Male, *, *, *, *, <=50K, 9
32, 40, *, United-States, Male, *, *, *, *, <=50K, 10
39.5, 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 7
39.5, 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 13
39.5, 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 13
39.5, 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 9
39.5, 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 10
39.5, 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 9
39.5, 50, *, *, Male, *, Married-civ-spouse, Husband, *, *, 8
45, 45, Self, United-States, *, White, *, *, *, *, 14
45, 45, Self, United-States, *, White, *, *, *, *, 16
45, 45, Self, United-States, *, White, *, *, *, *, 10
45, 45, Self, United-States, *, White, *, *, *, *, 11
45, 45, Self, United-States, *, White, *, *, *, *, 13
45, 45, Self, United-States, *, White, *, *, *, *, 13
45, 45, Self, United-States, *, White, *, *, *, *, 3
42, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 16
42, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
42, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
42, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 9
42, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 12
42, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 15
42, 60, Self, United-States, Male, White, Married-civ-spouse, Husband, *, *, 13
35.5, 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 5
35.5, 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 11
35.5, 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 9
35.5, 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 9
35.5, 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 12
35.5, 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 9
35.5, 40, *, America, Male, *, Married-civ-spouse, Husband, *, *, 9
60, 41, Private, *, *, White, *, *, *, *, 9
60, 41, Private, *, *, White, *, *, *, *, 10
60, 41, Private, *, *, White, *, *, *, *, 9
60, 41, Private, *, *, White, *, *, *, *, 13
60, 41, Private, *, *, White, *, *, *, *, 9
60, 41, Private, *, *, White, *, *, *, *, 10
60, 41, Private, *, *, White, *, *, *, *, 10
57.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 13
57.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 13
57.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 11
57.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
57.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 14
57.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
57.5, 40, *, United-States, Male, *, Married-civ-spouse, Husband, *, *, 9
20, 40, Private, United-States, *, *, Never-married, Own-child, manual-labor, <=50K, 9
20, 40, Private, United-States, *, *, Never-married, Own-child, manual-labor, <=50K, 10
20, 40, Private, United-States, *, *, Never-married, Own-child, manual-labor, <=50K, 9
20, 40, Private, United-States, *, *, Never-married, Own-child, manual-labor, <=50K, 9
20, 40, Private, United-States, *, *, Never-married, Own-child, manual-labor, <=50K, 10
20, 40, Private, United-States, *, *, Never-married, Own-child, manual-labor, <=50K, 9
20, 40, Private, United-States, *, *, Never-married, Own-child, manual-labor, <=50K, 10
50.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 9
50.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 9
50.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 13
50.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 10
50.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 4
50.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 13
50.5, 40, Private, America, Male, White, Married-civ-spouse, Husband, *, *, 2
25.5, 53.5, *, United-States, Male, *, *, *, *, *, 12
25.5, 53.5, *, United-States, Male, *, *, *, *, *, 13
25.5, 53.5, *, United-States, Male, *, *, *, *, *, 15
25.5, 53.5, *, United-States, Male, *, *, *, *, *, 12
25.5, 53.5, *, United-States, Male, *, *, *, *, *, 9
25.5, 53.5, *, United-States, Male, *, *, *, *, *, 13
25.5, 53.5, *, United-States, Male, *, *, *, *, *, 10
20.5, 44.5, Private, United-States, *, *, Never-married, Own-child, services, <=50K, 10
20.5, 44.5, Private, United-States, *, *, Never-married, Own-child, services, <=50K, 10
20.5, 44.5, Private, United-States, *, *, Never-married, Own-child, services, <=50K, 10
20.5, 44.5, Private, United-States, *, *, Never-married, Own-child, services, <=50K, 7
20.5, 44.5, Private, United-States, *, *, Never-married, Own-child, services, <=50K, 9
20.5, 44.5, Private, United-States, *, *, Never-married, Own-child, services, <=50K, 9
20.5, 44.5, Private, United-States, *, *, Never-married, Own-child, services, <=50K, 10
45.5, 40, Self, United-States, *, White, *, *, *, <=50K, 13
45.5, 40, Self, United-States, *, White, *, *, *, <=50K, 14
45.5, 40, Self, United-States, *, White, *, *, *, <=50K, 9
45.5, 40, Self, United-States, *, White, *, *, *, <=50K, 10
45.5, 40, Self, United-States, *, White, *, *, *, <=50K, 12
45.5, 40, Self, United-States, *, White, *, *, *, <=50K, 10
45.5, 40, Self, United-States, *, White, *, *, *, <=50K, 13
30, 40, *, United-States, Male, White, *, *, *, <=50K, 10
30, 40, *, United-States, Male, White, *, *, *, <=50K, 5
