age, hours-per-week, workclass, native-country, sex, race, marital-status, relationship, occupation, income, education-num
39, 41, *, United-States, Male, White, *, Not-in-family, *, <=50K, 13
39, 41, *, United-States, Male, White, *, Not-in-family, *, <=50K, 10
39, 41, *, United-States, Male, White, *, Not-in-family, *, <=50K, 12
52, 16.5, Self, America, *, *, *, *, *, <=50K, 13
52, 16.5, Self, America, *, *, *, *, *, <=50K, 5
52, 16.5, Self, America, *, *, *, *, *, <=50K, 9
38, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 9
38, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 10
38, 40, Private, United-States, Male, White, Divorced, Not-in-family, manual-labor, <=50K, 10
53, 40, Self, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 7
53, 40, Self, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 13
53, 40, Self, United-States, Male, *, Married-civ-spouse, Husband, *, <=50K, 9
29, 40, Private, America, Female, *, Married-civ-spouse, Wife, *, <=50K, 13
29, 40, Private, America, Female, *, Married-civ-spouse, Wife, *, <=50K, 9
29, 40, Private, America, Female, *, Married-civ-spouse, Wife, *, <=50K, 10
37, 40, *, United-States, Female, White, *, *, *, <=50K, 14
37, 40, *, United-States, Female, White, *, *, *, <=50K, 10
37, 40, *, United-States, Female, White, *, *, *, <=50K, 10
52, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 9
52, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
52, 47.5, Self, United-States, Male, White, Married-civ-spouse, Husband, Exec-managerial, >50K, 14
31.5, 50, Private, United-States, *, White, *, *, Prof-specialty, *, 14
31.5, 50, Private, United-States, *, White, *, *, Prof-specialty, *, 14
31.5, 50, Private, United-States, *, White, *, *, Prof-specialty, *, 13
42.5, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
42.5, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 10
42.5, 40, Private, United-States, Male, White, Married-civ-spouse, Husband, *, >50K, 13
37.5, 80, Self, *, Male, *, Married-civ-spouse, Husband, Exec-managerial, >50K, 10
37.5, 80, Self, *, Male, *, Married-civ-spouse, Husband, Exec-managerial, >50K, 10
37.5, 80, Self, *, Male, *, Married-civ-spouse, Husband, Exec-managerial, >50K, 13
